0.000030, 0.005961, 10, 
0.000079, 0.004904, 10, 
0.000347, 0.026827, 10, 
0.000824, 0.047692, 10, 
0.001569, 0.074518, 10, 
0.002642, 0.107306, 10, 
0.004103, 0.146056, 10, 
0.006010, 0.190766, 10, 
0.008425, 0.241439, 10, 
0.011406, 0.298073, 10, 
0.014982, 0.357687, 10, 
0.019155, 0.417302, 10, 
0.023925, 0.476916, 10, 
0.029290, 0.536531, 10, 
0.035251, 0.596145, 10, 
0.041809, 0.655760, 10, 
0.048963, 0.715374, 10, 
0.056713, 0.774989, 10, 
0.065059, 0.834603, 10, 
0.074001, 0.894218, 10, 
0.083539, 0.953832, 10, 
0.093674, 1.013447, 10, 
0.104404, 1.073061, 10, 
0.115731, 1.132676, 10, 
0.127654, 1.192290, 10, 
0.140173, 1.251905, 10, 
0.153288, 1.311519, 10, 
0.166999, 1.371134, 10, 
0.181307, 1.430748, 10, 
0.196211, 1.490363, 10, 
0.211710, 1.549977, 10, 
0.227806, 1.609592, 10, 
0.244498, 1.669206, 10, 
0.261787, 1.728821, 10, 
0.279671, 1.788435, 10, 
0.298151, 1.848050, 10, 
0.317228, 1.907664, 10, 
0.336901, 1.967279, 10, 
0.357170, 2.026893, 10, 
0.378035, 2.086508, 10, 
0.399496, 2.146122, 10, 
0.421553, 2.205737, 10, 
0.444207, 2.265351, 10, 
0.467457, 2.324966, 10, 
0.491302, 2.384580, 10, 
0.515744, 2.444195, 10, 
0.540782, 2.503809, 10, 
0.566417, 2.563424, 10, 
0.592647, 2.623038, 10, 
0.619474, 2.682653, 10, 
0.646896, 2.742267, 10, 
0.674915, 2.801882, 10, 
0.703530, 2.861496, 10, 
0.732741, 2.921111, 10, 
0.762548, 2.980725, 10, 
0.792952, 3.040340, 10, 
0.823951, 3.099954, 10, 
0.855547, 3.159569, 10, 
0.887739, 3.219183, 10, 
0.920527, 3.278798, 10, 
0.953911, 3.338412, 10, 
0.987891, 3.398027, 10, 
1.022468, 3.457641, 10, 
1.057640, 3.517256, 10, 
1.093409, 3.576870, 10, 
1.129774, 3.636485, 10, 
1.166735, 3.696099, 10, 
1.204292, 3.755714, 10, 
1.242445, 3.815328, 10, 
1.281194, 3.874943, 10, 
1.320540, 3.934557, 10, 
1.360482, 3.994172, 10, 
1.401020, 4.053786, 10, 
1.442154, 4.113401, 10, 
1.483884, 4.173015, 10, 
1.526210, 4.232630, 10, 
1.569133, 4.292244, 10, 
1.612651, 4.351859, 10, 
1.656766, 4.411473, 10, 
1.701477, 4.471088, 10, 
1.746784, 4.530702, 10, 
1.792687, 4.590317, 10, 
1.839186, 4.649931, 10, 
1.886282, 4.709546, 10, 
1.933973, 4.769160, 10, 
1.982261, 4.828775, 10, 
2.031145, 4.888389, 10, 
2.080625, 4.948004, 10, 
2.130701, 5.007618, 10, 
2.181373, 5.067233, 10, 
2.232642, 5.126847, 10, 
2.284507, 5.186462, 10, 
2.336967, 5.246076, 10, 
2.390024, 5.305691, 10, 
2.443677, 5.365305, 10, 
2.497926, 5.424920, 10, 
2.552772, 5.484534, 10, 
2.608213, 5.544149, 10, 
2.664251, 5.603763, 10, 
2.720885, 5.663378, 10, 
2.778115, 5.722992, 10, 
2.835941, 5.782607, 10, 
2.894363, 5.842221, 10, 
2.953381, 5.901836, 10, 
3.012996, 5.961450, 10, 
3.073206, 6.021065, 10, 
3.134013, 6.080679, 10, 
3.195416, 6.140294, 10, 
3.257415, 6.199908, 10, 
3.320010, 6.259523, 10, 
3.383202, 6.319137, 10, 
3.446989, 6.378752, 10, 
3.511373, 6.438366, 10, 
3.576353, 6.497981, 10, 
3.641929, 6.557595, 10, 
3.708101, 6.617210, 10, 
3.774869, 6.676824, 10, 
3.842233, 6.736439, 10, 
3.910194, 6.796053, 10, 
3.978751, 6.855668, 10, 
4.047903, 6.915282, 10, 
4.117652, 6.974897, 10, 
4.187998, 7.034511, 10, 
4.258939, 7.094126, 10, 
4.330476, 7.153740, 10, 
4.402580, 7.210374, 10, 
4.475190, 7.261046, 10, 
4.548248, 7.305757, 10, 
4.621693, 7.344507, 10, 
4.695466, 7.377295, 10, 
4.769507, 7.404121, 10, 
4.843757, 7.424986, 10, 
4.918156, 7.439890, 10, 
4.992644, 7.448832, 10, 
5.067138, 7.449419, 10, 
5.141555, 7.441650, 10, 
5.215834, 7.427920, 10, 
