5.289916, 7.408229, 10, 
5.363742, 7.382576, 10, 
5.437252, 7.350962, 10, 
5.510386, 7.313386, 10, 
5.583084, 7.269849, 10, 
5.655288, 7.220350, 10, 
5.726937, 7.164890, 10, 
5.797995, 7.105862, 10, 
5.868458, 7.046248, 10, 
5.938324, 6.986633, 10, 
6.007594, 6.927019, 10, 
6.076268, 6.867404, 10, 
6.144346, 6.807790, 10, 
6.211828, 6.748175, 10, 
6.278714, 6.688561, 10, 
6.345003, 6.628946, 10, 
6.410696, 6.569332, 10, 
6.475794, 6.509717, 10, 
6.540295, 6.450103, 10, 
6.604199, 6.390488, 10, 
6.667508, 6.330874, 10, 
6.730221, 6.271259, 10, 
6.792337, 6.211645, 10, 
6.853858, 6.152030, 10, 
6.914782, 6.092416, 10, 
6.975110, 6.032801, 10, 
7.034842, 5.973187, 10, 
7.093977, 5.913572, 10, 
7.152517, 5.853958, 10, 
7.210460, 5.794343, 10, 
7.267808, 5.734729, 10, 
7.324559, 5.675114, 10, 
7.380714, 5.615500, 10, 
7.436273, 5.555885, 10, 
7.491235, 5.496271, 10, 
7.545602, 5.436656, 10, 
7.599372, 5.377042, 10, 
7.652547, 5.317427, 10, 
7.705125, 5.257813, 10, 
7.757107, 5.198198, 10, 
7.808493, 5.138584, 10, 
7.859282, 5.078969, 10, 
7.909476, 5.019355, 10, 
7.959073, 4.959740, 10, 
8.008074, 4.900126, 10, 
8.056480, 4.840511, 10, 
8.104289, 4.780897, 10, 
8.151501, 4.721282, 10, 
8.198118, 4.661668, 10, 
8.244139, 4.602053, 10, 
8.289563, 4.542439, 10, 
8.334391, 4.482824, 10, 
8.378623, 4.423210, 10, 
8.422259, 4.363595, 10, 
8.465299, 4.303981, 10, 
8.507743, 4.244366, 10, 
8.549590, 4.184752, 10, 
8.590842, 4.125137, 10, 
8.631497, 4.065523, 10, 
8.671556, 4.005908, 10, 
8.711019, 3.946294, 10, 
8.749886, 3.886679, 10, 
8.788156, 3.827065, 10, 
8.825831, 3.767450, 10, 
8.862909, 3.707836, 10, 
8.899391, 3.648221, 10, 
8.935277, 3.588607, 10, 
8.970567, 3.528992, 10, 
9.005261, 3.469378, 10, 
9.039359, 3.409763, 10, 
9.072860, 3.350149, 10, 
9.105766, 3.290534, 10, 
9.138075, 3.230920, 10, 
9.169788, 3.171305, 10, 
9.200905, 3.111691, 10, 
9.231426, 3.052076, 10, 
9.261350, 2.992462, 10, 
9.290679, 2.932847, 10, 
9.319411, 2.873233, 10, 
9.347547, 2.813618, 10, 
9.375087, 2.754004, 10, 
9.402031, 2.694389, 10, 
9.428379, 2.634775, 10, 
9.454130, 2.575160, 10, 
9.479286, 2.515546, 10, 
9.503845, 2.455931, 10, 
9.527808, 2.396317, 10, 
9.551175, 2.336702, 10, 
9.573946, 2.277088, 10, 
9.596121, 2.217473, 10, 
9.617700, 2.157859, 10, 
9.638682, 2.098244, 10, 
9.659068, 2.038630, 10, 
9.678858, 1.979015, 10, 
9.698052, 1.919401, 10, 
9.716650, 1.859786, 10, 
9.734652, 1.800172, 10, 
9.752058, 1.740557, 10, 
9.768867, 1.680943, 10, 
9.785080, 1.621328, 10, 
9.800697, 1.561714, 10, 
9.815718, 1.502099, 10, 
9.830143, 1.442485, 10, 
9.843972, 1.382870, 10, 
9.857205, 1.323256, 10, 
9.869841, 1.263641, 10, 
9.881881, 1.204027, 10, 
9.893325, 1.144412, 10, 
9.904173, 1.084798, 10, 
9.914425, 1.025183, 10, 
9.924081, 0.965569, 10, 
9.933140, 0.905954, 10, 
9.941604, 0.846340, 10, 
9.949471, 0.786725, 10, 
9.956742, 0.727111, 10, 
9.963417, 0.667496, 10, 
9.969496, 0.607882, 10, 
9.974979, 0.548267, 10, 
9.979865, 0.488653, 10, 
9.984156, 0.429038, 10, 
9.987850, 0.369424, 10, 
9.990948, 0.309809, 10, 
9.993474, 0.252589, 10, 
9.995481, 0.200743, 10, 
9.997030, 0.154858, 10, 
9.998179, 0.114935, 10, 
9.998989, 0.080973, 10, 
9.999519, 0.052973, 10, 
9.999828, 0.030934, 10, 
9.999977, 0.014857, 10, 
10.000024, 0.004741, 10, 
10.000030, 0.000587, 10, 
10.000030, 0.000000, 10, 
